student,question,qDetail,answer
105,9c,Listening to other people’s points of view,2
105,9d,Knowing how to do research,10
105,10a,Taught me something that will be useful to me in my future.,6
105,10b,Made me curious about something.,2
105,10c,Really made me think.,5
105,10d,Made me realize something I never imagined before.,2
105,10e,Made me think differently about the choices I make in my life.,2
105,11a,Help to protect the environment.,5
105,11b,Spend more time outside.,7
105,11c,Make a positive difference in my community.,2
105,11d,Listen more to other people's points of view.,2
105,11e,Talk with others about ways to protect the environment.,0
105,11f,Cooperate more with my classmates.,0
105,11g,Work harder in school.,10
105,11h,Pay more attention in class.,10
105,12a,I want to visit this place again.,5
105,12b,Knowing this place exists makes me feel good.,2
105,12c,I care about this place.,2
105,13,Are you a girl or a boy?,Boy
105,14,Which of the following best describes your racial or ethnic background?,Other (Jamaican)
106,1a,Your school’s name ,John J Duggan Academy
106,1b,Your grade level,NA
106,2,How would you rate this field trip on a scale from 0 to 10? ,7
106,3a,Write three words or short phrases below that best describe how the program made you feel.,OK
106,3b,Write three words or short phrases below that best describe how the program made you feel.,Slightly bored
106,3c,Write three words or short phrases below that best describe how the program made you feel.,smart
106,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
106,4b,"If yes, what will you do?",I will stop cutting the grass as much and make sure that bird feeders.
106,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",5
106,6a,I believe in myself.,3
106,6b,I feel it is important to take good care of the environment.,5
106,6c,"Humans are a part of nature, not separate from it.",3
106,6d,I have the power to protect the environment.,3
106,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,1
106,6f,I can make a difference in my community.,1
106,7a,How different parts of the environment interact with each other.,5
106,7b,How people can change the environment.,7
106,7c,How changes in the environment can impact my life.,3
106,7d,How my actions affect the environment.,3
106,8a,Science.,4
106,8b,How to research things I am curious about.,3
106,8c,Learning about new subjects in school.,1
106,8d,Learning more about nature.,0
106,9a,Solving problems,1
106,9b,Using science to answer a question,1
106,9c,Listening to other people’s points of view,3
106,9d,Knowing how to do research,2
106,10a,Taught me something that will be useful to me in my future.,3
106,10b,Made me curious about something.,2
106,10c,Really made me think.,3
106,10d,Made me realize something I never imagined before.,2
106,10e,Made me think differently about the choices I make in my life.,3
106,11a,Help to protect the environment.,3
106,11b,Spend more time outside.,2
106,11c,Make a positive difference in my community.,2
106,11d,Listen more to other people's points of view.,2
106,11e,Talk with others about ways to protect the environment.,2
106,11f,Cooperate more with my classmates.,1
106,11g,Work harder in school.,3
106,11h,Pay more attention in class.,2
106,12a,I want to visit this place again.,3
106,12b,Knowing this place exists makes me feel good.,2
106,12c,I care about this place.,2
106,13,Are you a girl or a boy?,Girl
106,14,Which of the following best describes your racial or ethnic background?,"White, not of Hispanic descent"
107,1a,Your school’s name ,John J Duggan Academy
107,1b,Your grade level,8
107,2,How would you rate this field trip on a scale from 0 to 10? ,10
107,3a,Write three words or short phrases below that best describe how the program made you feel.,Informed
107,3b,Write three words or short phrases below that best describe how the program made you feel.,NA
107,3c,Write three words or short phrases below that best describe how the program made you feel.,NA
107,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
107,4b,"If yes, what will you do?",I  will try to pick up litter that I see.
107,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",9
107,6a,I believe in myself.,4
107,6b,I feel it is important to take good care of the environment.,10
107,6c,"Humans are a part of nature, not separate from it.",10
107,6d,I have the power to protect the environment.,10
107,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
107,6f,I can make a difference in my community.,10
107,7a,How different parts of the environment interact with each other.,9
107,7b,How people can change the environment.,9
107,7c,How changes in the environment can impact my life.,8
107,7d,How my actions affect the environment.,9
107,8a,Science.,7
107,8b,How to research things I am curious about.,6
107,8c,Learning about new subjects in school.,7
107,8d,Learning more about nature.,5
107,9a,Solving problems,5
107,9b,Using science to answer a question,4
107,9c,Listening to other people’s points of view,6
107,9d,Knowing how to do research,8
107,10a,Taught me something that will be useful to me in my future.,7
107,10b,Made me curious about something.,NA
107,10c,Really made me think.,NA
107,10d,Made me realize something I never imagined before.,6
107,10e,Made me think differently about the choices I make in my life.,0
107,11a,Help to protect the environment.,6
107,11b,Spend more time outside.,0
107,11c,Make a positive difference in my community.,7
107,11d,Listen more to other people's points of view.,6
107,11e,Talk with others about ways to protect the environment.,4
107,11f,Cooperate more with my classmates.,4
107,11g,Work harder in school.,4
107,11h,Pay more attention in class.,4
107,12a,I want to visit this place again.,8
107,12b,Knowing this place exists makes me feel good.,7
107,12c,I care about this place.,8
107,13,Are you a girl or a boy?,Boy
107,14,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
108,1a,Your school’s name ,John J Duggan Academy
108,1b,Your grade level,8
108,2,How would you rate this field trip on a scale from 0 to 10? ,9
108,3a,Write three words or short phrases below that best describe how the program made you feel.,fun
108,3b,Write three words or short phrases below that best describe how the program made you feel.,good
108,3c,Write three words or short phrases below that best describe how the program made you feel.,good
108,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
108,4b,"If yes, what will you do?",NA
108,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",9
108,6a,I believe in myself.,6
108,6b,I feel it is important to take good care of the environment.,6
108,6c,"Humans are a part of nature, not separate from it.",7
108,6d,I have the power to protect the environment.,7
108,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,5
108,6f,I can make a difference in my community.,3
108,7a,How different parts of the environment interact with each other.,6
108,7b,How people can change the environment.,7
108,7c,How changes in the environment can impact my life.,5
108,7d,How my actions affect the environment.,6
108,8a,Science.,7
108,8b,How to research things I am curious about.,6
108,8c,Learning about new subjects in school.,6
108,8d,Learning more about nature.,7
108,9a,Solving problems,6
108,9b,Using science to answer a question,5
108,9c,Listening to other people’s points of view,7
108,9d,Knowing how to do research,6
108,10a,Taught me something that will be useful to me in my future.,8
108,10b,Made me curious about something.,8
108,10c,Really made me think.,7
108,10d,Made me realize something I never imagined before.,6
108,10e,Made me think differently about the choices I make in my life.,7
108,11a,Help to protect the environment.,6
108,11b,Spend more time outside.,6
108,11c,Make a positive difference in my community.,7
108,11d,Listen more to other people's points of view.,5
108,11e,Talk with others about ways to protect the environment.,6
108,11f,Cooperate more with my classmates.,8
108,11g,Work harder in school.,7
108,11h,Pay more attention in class.,7
