student,question,qDetail,answer
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
,6,Are you a girl or a boy?,
,7,Which of the following best describes your racial or ethnic background?,
,1a,Your school’s name ,
,1b,Your grade level,
,2a,I believe in myself.,
,2b,I feel it is important to take good care of the environment.,
,2c,"Humans are a part of nature, not separate from it.",
,2d,I have the power to protect the environment.,
,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,
,2f,I can make a difference in my community.,
,3a,Science.,
,3b,How to research things I am curious about.,
,3c,Learning about new subjects in school.,
,3d,Learning more about nature.,
,4a,Solving problems,
,4b,Using science to answer a question,
,4c,Listening to other people’s points of view,
,4d,Knowing how to do research,
,5a,Help to protect the environment.,
,5b,Spend more time outside.,
,5c,Make a positive difference in my community.,
,5d,Listen more to other people's points of view.,
,5e,Talk with others about ways to protect the environment.,
,5f,Cooperate more with my classmates.,
,5g,Work harder in school.,
,5h,Pay more attention in class.,
